Season,TeamName,ConferenceName,ConfAbbrev
2000,Furman,Southern Conference,southern
2000,G Washington,Atlantic 10 Conference,a_ten
2000,Ga Southern,Southern Conference,southern
2000,George Mason,Coastal Athletic Association,caa
2000,Georgetown,Big East Conference,big_east
2000,Georgia,Southeastern Conference,sec
2000,Georgia St,Atlantic Sun Conference,a_sun
2000,Georgia Tech,Atlantic Coast Conference,acc
2000,Gonzaga,West Coast Conference,wcc
2000,Grambling,Southwest Athletic Conference,swac
2000,Hampton,Mid-Eastern Athletic Conference,meac
2000,Hartford,America East Conference,aec
2000,Harvard,Ivy League,ivy
2000,Hawaii,Western Athletic Conference,wac
2000,High Point,Big South Conference,big_south
2000,Hofstra,America East Conference,aec
2000,Holy Cross,Patriot League,patriot
2000,Houston,Conference USA,cusa
2000,Howard,Mid-Eastern Athletic Conference,meac
2000,Idaho,Big West Conference,big_west
2000,Idaho St,Big Sky Conference,big_sky
2000,IL Chicago,Midwestern Collegiate Conference,mw_coll
2000,Illinois,Big Ten Conference,big_ten
2000,Illinois St,Missouri Valley Conference,mvc
2000,Indiana,Big Ten Conference,big_ten
2000,Indiana St,Missouri Valley Conference,mvc
2000,Iona,Metro Atlantic Athletic Conference,maac
2000,Iowa,Big Ten Conference,big_ten
2000,Iowa St,Big 12 Conference,big_twelve
2000,IUPUI,Mid-Continent Conference,mid_cont
2000,Jackson St,Southwest Athletic Conference,swac
2000,Jacksonville,Atlantic Sun Conference,a_sun
2000,Jacksonville St,Atlantic Sun Conference,a_sun
2000,James Madison,Coastal Athletic Association,caa
2000,Kansas,Big 12 Conference,big_twelve
2000,Kansas St,Big 12 Conference,big_twelve
2000,Kent,Mid-American Conference,mac
2000,Kentucky,Southeastern Conference,sec
2000,La Salle,Atlantic 10 Conference,a_ten
2000,Lafayette,Patriot League,patriot
2000,Lamar,Southland Conference,southland
2000,Lehigh,Patriot League,patriot
2000,Liberty,Big South Conference,big_south
2000,Long Beach St,Big West Conference,big_west
2000,LIU Brooklyn,Northeast Conference,nec
2000,Louisiana Tech,Sun Belt Conference,sun_belt
2000,Louisville,Conference USA,cusa
2000,Loy Marymount,West Coast Conference,wcc
2000,Loyola MD,Metro Atlantic Athletic Conference,maac
2000,Loyola-Chicago,Midwestern Collegiate Conference,mw_coll
2000,LSU,Southeastern Conference,sec
2000,Maine,America East Conference,aec
2000,Manhattan,Metro Atlantic Athletic Conference,maac
2000,Marist,Metro Atlantic Athletic Conference,maac
2000,Marquette,Conference USA,cusa
2000,Marshall,Mid-American Conference,mac
2000,Maryland,Atlantic Coast Conference,acc
2000,Massachusetts,Atlantic 10 Conference,a_ten
2000,McNeese St,Southland Conference,southland
2000,MD E Shore,Mid-Eastern Athletic Conference,meac
2000,Memphis,Conference USA,cusa
2000,Mercer,Atlantic Sun Conference,a_sun
2000,Miami FL,Big East Conference,big_east
2000,Miami OH,Mid-American Conference,mac
2000,Michigan,Big Ten Conference,big_ten
2000,Michigan St,Big Ten Conference,big_ten
2000,Minnesota,Big Ten Conference,big_ten
2000,Mississippi,Southeastern Conference,sec
2000,Mississippi St,Southeastern Conference,sec
2000,Missouri,Big 12 Conference,big_twelve
2000,Missouri KC,Mid-Continent Conference,mid_cont
2000,Missouri St,Missouri Valley Conference,mvc
2000,Monmouth NJ,Northeast Conference,nec
2000,Montana,Big Sky Conference,big_sky
2000,Montana St,Big Sky Conference,big_sky
2000,Morehead St,Ohio Valley Conference,ovc
2000,Morgan St,Mid-Eastern Athletic Conference,meac
2000,MS Valley St,Southwest Athletic Conference,swac
2000,Mt St Mary's,Northeast Conference,nec
2000,MTSU,Ohio Valley Conference,ovc
2000,Murray St,Ohio Valley Conference,ovc
2000,N Illinois,Mid-American Conference,mac
2000,Navy,Patriot League,patriot
2000,NC A&T,Mid-Eastern Athletic Conference,meac
2000,NC State,Atlantic Coast Conference,acc
2000,Nebraska,Big 12 Conference,big_twelve
2000,Nevada,Big West Conference,big_west
2000,New Hampshire,America East Conference,aec
2000,New Mexico,Mountain West Conference,mwc
2000,New Mexico St,Big West Conference,big_west
2000,New Orleans,Sun Belt Conference,sun_belt
2000,Niagara,Metro Atlantic Athletic Conference,maac
2000,Nicholls St,Southland Conference,southland
2000,Norfolk St,Mid-Eastern Athletic Conference,meac
2000,North Carolina,Atlantic Coast Conference,acc
2000,North Texas,Big West Conference,big_west
2000,Northeastern,America East Conference,aec
2000,Northern Arizona,Big Sky Conference,big_sky
2000,Northern Iowa,Missouri Valley Conference,mvc
2000,Northwestern,Big Ten Conference,big_ten
2000,Northwestern LA,Southland Conference,southland
2000,Notre Dame,Big East Conference,big_east
2000,Oakland,Mid-Continent Conference,mid_cont
2000,Ohio,Mid-American Conference,mac
2000,Ohio St,Big Ten Conference,big_ten
2000,Oklahoma,Big 12 Conference,big_twelve
2000,Oklahoma St,Big 12 Conference,big_twelve
2000,Old Dominion,Coastal Athletic Association,caa
2000,Oral Roberts,Mid-Continent Conference,mid_cont
2000,Oregon,Pacific-10 Conference,pac_ten
2000,Oregon St,Pacific-10 Conference,pac_ten
2000,Pacific,Big West Conference,big_west
2000,Penn,Ivy League,ivy
2000,Penn St,Big Ten Conference,big_ten
2000,Pepperdine,West Coast Conference,wcc
2000,Pittsburgh,Big East Conference,big_east
2000,Portland,West Coast Conference,wcc
2000,Portland St,Big Sky Conference,big_sky
2000,Prairie View,Southwest Athletic Conference,swac
2000,Princeton,Ivy League,ivy
2000,Providence,Big East Conference,big_east
2000,Purdue,Big Ten Conference,big_ten
2000,Quinnipiac,Northeast Conference,nec
2000,Radford,Big South Conference,big_south
2000,Rhode Island,Atlantic 10 Conference,a_ten
2000,Rice,Western Athletic Conference,wac
2000,Richmond,Coastal Athletic Association,caa
2000,Rider,Metro Atlantic Athletic Conference,maac
2000,Robert Morris,Northeast Conference,nec
2000,Rutgers,Big East Conference,big_east
2000,S Carolina St,Mid-Eastern Athletic Conference,meac
2000,S Illinois,Missouri Valley Conference,mvc
2000,Sacred Heart,Northeast Conference,nec
2000,Sam Houston St,Southland Conference,southland
2000,Samford,Atlantic Sun Conference,a_sun
2000,San Diego,West Coast Conference,wcc
2000,San Diego St,Mountain West Conference,mwc
2000,San Francisco,West Coast Conference,wcc
2000,San Jose St,Western Athletic Conference,wac
2000,UC Santa Barbara,Big West Conference,big_west
2000,Santa Clara,West Coast Conference,wcc
2000,SE Louisiana,Southland Conference,southland
2000,SE Missouri St,Ohio Valley Conference,ovc
2000,Seton Hall,Big East Conference,big_east
2000,SF Austin,Southland Conference,southland
2000,Siena,Metro Atlantic Athletic Conference,maac
2000,SMU,Western Athletic Conference,wac
2000,South Alabama,Sun Belt Conference,sun_belt
2000,South Carolina,Southeastern Conference,sec
2000,South Florida,Conference USA,cusa
2000,Southern Miss,Conference USA,cusa
2000,Southern Univ,Southwest Athletic Conference,swac
2000,Southern Utah,Mid-Continent Conference,mid_cont
2000,St Bonaventure,Atlantic 10 Conference,a_ten
2000,St Francis NY,Northeast Conference,nec
2000,St Francis PA,Northeast Conference,nec
2000,St John's,Big East Conference,big_east
2000,St Joseph's PA,Atlantic 10 Conference,a_ten
2000,St Louis,Conference USA,cusa
2000,St Mary's CA,West Coast Conference,wcc
2000,St Peter's,Metro Atlantic Athletic Conference,maac
2000,Stanford,Pacific-10 Conference,pac_ten
2000,Stetson,Atlantic Sun Conference,a_sun
2000,Stony Brook,Independent,ind
2000,Syracuse,Big East Conference,big_east
2000,TCU,Western Athletic Conference,wac
2000,Temple,Atlantic 10 Conference,a_ten
2000,Tennessee,Southeastern Conference,sec
2000,Tennessee St,Ohio Valley Conference,ovc
2000,Tennessee Tech,Ohio Valley Conference,ovc
2000,Texas,Big 12 Conference,big_twelve
2000,Texas A&M,Big 12 Conference,big_twelve
2000,Texas St,Southland Conference,southland
2000,Texas Tech,Big 12 Conference,big_twelve
2000,TN Martin,Ohio Valley Conference,ovc
2000,Toledo,Mid-American Conference,mac
2000,Towson,America East Conference,aec
2000,Troy,Atlantic Sun Conference,a_sun
2000,Tulane,Conference USA,cusa
2000,Tulsa,Western Athletic Conference,wac
2000,UTRGV,Independent,ind
2000,TX Southern,Southwest Athletic Conference,swac
2000,UAB,Conference USA,cusa
2000,UC Irvine,Big West Conference,big_west
2000,UCF,Atlantic Sun Conference,a_sun
2000,UCLA,Pacific-10 Conference,pac_ten
2000,Louisiana,Sun Belt Conference,sun_belt
2000,ULM,Southland Conference,southland
2000,UMBC,Northeast Conference,nec
2000,UNC Asheville,Big South Conference,big_south
2000,UNC Greensboro,Southern Conference,southern
2000,UNC Wilmington,Coastal Athletic Association,caa
2000,UNLV,Mountain West Conference,mwc
2000,USC,Pacific-10 Conference,pac_ten
2000,UT Arlington,Southland Conference,southland
2000,UT San Antonio,Southland Conference,southland
2000,Utah,Mountain West Conference,mwc
2000,Utah St,Big West Conference,big_west
2000,UTEP,Western Athletic Conference,wac
2000,VCU,Coastal Athletic Association,caa
2000,Valparaiso,Mid-Continent Conference,mid_cont
2000,Vanderbilt,Southeastern Conference,sec
2000,Vermont,America East Conference,aec
2000,Villanova,Big East Conference,big_east
2000,Virginia,Atlantic Coast Conference,acc
2000,Virginia Tech,Atlantic 10 Conference,a_ten
2000,VMI,Southern Conference,southern
2000,W Carolina,Southern Conference,southern
2000,W Illinois,Mid-Continent Conference,mid_cont
2000,WKU,Sun Belt Conference,sun_belt
2000,W Michigan,Mid-American Conference,mac
2000,Wagner,Northeast Conference,nec
2000,Wake Forest,Atlantic Coast Conference,acc
2000,Washington,Pacific-10 Conference,pac_ten
2000,Washington St,Pacific-10 Conference,pac_ten
2000,Weber St,Big Sky Conference,big_sky
2000,West Virginia,Big East Conference,big_east
2000,WI Green Bay,Midwestern Collegiate Conference,mw_coll
2000,WI Milwaukee,Midwestern Collegiate Conference,mw_coll
2000,Wichita St,Missouri Valley Conference,mvc
2000,William & Mary,Coastal Athletic Association,caa
2000,Winthrop,Big South Conference,big_south
2000,Wisconsin,Big Ten Conference,big_ten
2000,Wofford,Southern Conference,southern
2000,Wright St,Midwestern Collegiate Conference,mw_coll
2000,Wyoming,Mountain West Conference,mwc
2000,Xavier,Atlantic 10 Conference,a_ten
2000,Yale,Ivy League,ivy
2000,Youngstown St,Mid-Continent Conference,mid_cont
2001,Air Force,Mountain West Conference,mwc
2001,Akron,Mid-American Conference,mac
2001,Alabama,Southeastern Conference,sec
2001,Alabama A&M,Southwest Athletic Conference,swac
2001,Alabama St,Southwest Athletic Conference,swac
2001,SUNY Albany,Independent,ind
2001,Alcorn St,Southwest Athletic Conference,swac
2001,American Univ,Coastal Athletic Association,caa
2001,Appalachian St,Southern Conference,southern
2001,Arizona,Pacific-10 Conference,pac_ten
2001,Arizona St,Pacific-10 Conference,pac_ten
2001,Ark Little Rock,Sun Belt Conference,sun_belt
2001,Ark Pine Bluff,Southwest Athletic Conference,swac
2001,Arkansas,Southeastern Conference,sec
2001,Arkansas St,Sun Belt Conference,sun_belt
2001,Army,Patriot League,patriot
2001,Auburn,Southeastern Conference,sec
2001,Austin Peay,Ohio Valley Conference,ovc
2001,Ball St,Mid-American Conference,mac
2001,Baylor,Big 12 Conference,big_twelve
2001,Belmont,Independent,ind
2001,Bethune-Cookman,Mid-Eastern Athletic Conference,meac
2001,Boise St,Big West Conference,big_west
2001,Boston College,Big East Conference,big_east
2001,Boston Univ,America East Conference,aec
2001,Bowling Green,Mid-American Conference,mac
2001,Bradley,Missouri Valley Conference,mvc
2001,Brown,Ivy League,ivy
2001,Bucknell,Patriot League,patriot
2001,Buffalo,Mid-American Conference,mac
2001,Butler,Midwestern Collegiate Conference,mw_coll
2001,BYU,Mountain West Conference,mwc
2001,C Michigan,Mid-American Conference,mac
2001,Cal Poly,Big West Conference,big_west
2001,California,Pacific-10 Conference,pac_ten
2001,Campbell,Atlantic Sun Conference,a_sun
2001,Canisius,Metro Atlantic Athletic Conference,maac
2001,Centenary,Independent,ind
2001,Central Conn,Northeast Conference,nec
2001,Charleston So,Big South Conference,big_south
2001,Charlotte,Conference USA,cusa
2001,Chattanooga,Southern Conference,southern
2001,Chicago St,Mid-Continent Conference,mid_cont
2001,Cincinnati,Conference USA,cusa
2001,Citadel,Southern Conference,southern
2001,Clemson,Atlantic Coast Conference,acc
2001,Cleveland St,Midwestern Collegiate Conference,mw_coll
2001,Coastal Car,Big South Conference,big_south
2001,Col Charleston,Southern Conference,southern
2001,Colgate,Patriot League,patriot
2001,Colorado,Big 12 Conference,big_twelve
2001,Colorado St,Mountain West Conference,mwc
2001,Columbia,Ivy League,ivy
2001,Connecticut,Big East Conference,big_east
2001,Coppin St,Mid-Eastern Athletic Conference,meac
2001,Cornell,Ivy League,ivy
2001,Creighton,Missouri Valley Conference,mvc
2001,CS Fullerton,Big West Conference,big_west
2001,CS Northridge,Big Sky Conference,big_sky
2001,CS Sacramento,Big Sky Conference,big_sky
2001,Dartmouth,Ivy League,ivy
2001,Davidson,Southern Conference,southern
2001,Dayton,Atlantic 10 Conference,a_ten
2001,Delaware,America East Conference,aec
2001,Delaware St,Mid-Eastern Athletic Conference,meac
2001,Denver,Sun Belt Conference,sun_belt
2001,DePaul,Conference USA,cusa
2001,Detroit,Midwestern Collegiate Conference,mw_coll
2001,Drake,Missouri Valley Conference,mvc
2001,Drexel,America East Conference,aec
2001,Duke,Atlantic Coast Conference,acc
2001,Duquesne,Atlantic 10 Conference,a_ten
2001,E Illinois,Ohio Valley Conference,ovc
2001,E Kentucky,Ohio Valley Conference,ovc
2001,E Michigan,Mid-American Conference,mac
2001,E Washington,Big Sky Conference,big_sky
2001,East Carolina,Coastal Athletic Association,caa
2001,Elon,Big South Conference,big_south
2001,ETSU,Southern Conference,southern
2001,Evansville,Missouri Valley Conference,mvc
2001,F Dickinson,Northeast Conference,nec
2001,Fairfield,Metro Atlantic Athletic Conference,maac
2001,FL Atlantic,Atlantic Sun Conference,a_sun
2001,Florida,Southeastern Conference,sec
2001,Florida A&M,Mid-Eastern Athletic Conference,meac
2001,Florida Intl,Sun Belt Conference,sun_belt
2001,Florida St,Atlantic Coast Conference,acc
2001,Fordham,Atlantic 10 Conference,a_ten
2001,Fresno St,Western Athletic Conference,wac
2001,Furman,Southern Conference,southern
2001,G Washington,Atlantic 10 Conference,a_ten
2001,Ga Southern,Southern Conference,southern
2001,George Mason,Coastal Athletic Association,caa
2001,Georgetown,Big East Conference,big_east
2001,Georgia,Southeastern Conference,sec
2001,Georgia St,Atlantic Sun Conference,a_sun
2001,Georgia Tech,Atlantic Coast Conference,acc
2001,Gonzaga,West Coast Conference,wcc
2001,Grambling,Southwest Athletic Conference,swac
2001,Hampton,Mid-Eastern Athletic Conference,meac
2001,Hartford,America East Conference,aec
2001,Harvard,Ivy League,ivy
2001,Hawaii,Western Athletic Conference,wac
2001,High Point,Big South Conference,big_south
2001,Hofstra,America East Conference,aec
2001,Holy Cross,Patriot League,patriot
2001,Houston,Conference USA,cusa
2001,Howard,Mid-Eastern Athletic Conference,meac
2001,Idaho,Big West Conference,big_west
2001,Idaho St,Big Sky Conference,big_sky
2001,IL Chicago,Midwestern Collegiate Conference,mw_coll
2001,Illinois,Big Ten Conference,big_ten
2001,Illinois St,Missouri Valley Conference,mvc
2001,Indiana,Big Ten Conference,big_ten
2001,Indiana St,Missouri Valley Conference,mvc
2001,Iona,Metro Atlantic Athletic Conference,maac
2001,Iowa,Big Ten Conference,big_ten
2001,Iowa St,Big 12 Conference,big_twelve
2001,IUPUI,Mid-Continent Conference,mid_cont
2001,Jackson St,Southwest Athletic Conference,swac
2001,Jacksonville,Atlantic Sun Conference,a_sun
2001,Jacksonville St,Atlantic Sun Conference,a_sun
2001,James Madison,Coastal Athletic Association,caa
2001,Kansas,Big 12 Conference,big_twelve
2001,Kansas St,Big 12 Conference,big_twelve
2001,Kent,Mid-American Conference,mac
2001,Kentucky,Southeastern Conference,sec
2001,La Salle,Atlantic 10 Conference,a_ten
2001,Lafayette,Patriot League,patriot
2001,Lamar,Southland Conference,southland
2001,Lehigh,Patriot League,patriot
2001,Liberty,Big South Conference,big_south
2001,Long Beach St,Big West Conference,big_west
2001,LIU Brooklyn,Northeast Conference,nec
2001,Louisiana Tech,Sun Belt Conference,sun_belt
2001,Louisville,Conference USA,cusa
2001,Loy Marymount,West Coast Conference,wcc
2001,Loyola MD,Metro Atlantic Athletic Conference,maac
2001,Loyola-Chicago,Midwestern Collegiate Conference,mw_coll
2001,LSU,Southeastern Conference,sec
2001,Maine,America East Conference,aec
2001,Manhattan,Metro Atlantic Athletic Conference,maac
2001,Marist,Metro Atlantic Athletic Conference,maac
2001,Marquette,Conference USA,cusa
2001,Marshall,Mid-American Conference,mac
2001,Maryland,Atlantic Coast Conference,acc
2001,Massachusetts,Atlantic 10 Conference,a_ten
2001,McNeese St,Southland Conference,southland
2001,MD E Shore,Mid-Eastern Athletic Conference,meac
2001,Memphis,Conference USA,cusa
2001,Mercer,Atlantic Sun Conference,a_sun
2001,Miami FL,Big East Conference,big_east
2001,Miami OH,Mid-American Conference,mac
2001,Michigan,Big Ten Conference,big_ten
2001,Michigan St,Big Ten Conference,big_ten
2001,Minnesota,Big Ten Conference,big_ten
2001,Mississippi,Southeastern Conference,sec
2001,Mississippi St,Southeastern Conference,sec
2001,Missouri,Big 12 Conference,big_twelve
2001,Missouri KC,Mid-Continent Conference,mid_cont
2001,Missouri St,Missouri Valley Conference,mvc
2001,Monmouth NJ,Northeast Conference,nec
2001,Montana,Big Sky Conference,big_sky
2001,Montana St,Big Sky Conference,big_sky
